,date,text,label
31,2016-01-06,happi birthday son erictrump proud,0
32,2016-01-06,cheat golf samuelljackson cheat game choic stop commerci,0
33,2016-01-06,like samuelljackson golf swing athlet mani club championship play chariti,0
34,2016-01-06,huge crowd expect tomorrow night vt polic say first come first serv arriv earli,0
35,2016-01-06,wolfblitz cnnsitroom interview today pleas join us 5pm et,0
36,2016-01-06,believ unionlead nh demand ad look enclos letter receiv,0
37,2016-01-07,fail unionlead newspap n h sent trump organ letter ask take ad stupid desper,0
38,2016-01-07,maci one worst perform stock amp last year plung 46 disloy compani anoth win trump boycott  ;P,0
39,2016-01-07,wise move ted cruz renounc canadian citizenship 18 month ago senat john mccain certainli friend ted,0
40,2016-01-07,beauti burlington vermont tonight ralli great fun make america great,0
41,2016-01-07,man shot insid pari polic station announc terror threat highest level germani total mess big crime get smart,0
42,2016-01-07,massiv crowd vt tonight venu big enough offici say outsid event sound system arriv earli,0
43,2016-01-07,sentedcruz ted free legal advic pre empt dem citizen issu go court amp seek declaratori judgment win,0
44,2016-01-07,idea jebbush whose campaign disast tri use last name asham,0
45,2016-01-07,weak amp ineffect jebbush ad show statement debat respons fals advertis,0
46,2016-01-07,hillari friend,0
47,2016-01-07,theview abc great head barbarajwalt total freefal whoopi goldberg terribl sad,0
48,2016-01-07,joy behar fire last show lack rate even wors theview love barbara,0
49,2016-01-07,leav burlington vermont wild,0
50,2016-01-08,could get small fraction 25k crowd movement make america great unbeliev,0
51,2016-01-08,great time burlington vermont crowd amaz,0
52,2016-01-08,hofmannken donaldtrump wish could attend one ralli none close enough make america great kid thank,0
53,2016-01-08,liberatedcit jebbush key state florida poll trump 32 beat rubio bush combin,0
54,2016-01-08,pink_sprnva pastormike7 thehil agre realdonaldtrump good great,0
55,2016-01-08,rlbenney realdonaldtrump great show courag go burlington gop candid would tonight,0
56,2016-01-08,hank greenberg formerli aig gave 10 million jebbush campaign 3 month ago happi total wast money,0
57,2016-01-08,good news jeb bush,0
58,2016-01-08,way south carolina big crowd look forward,0
59,2016-01-08,hope worker demand teamster rep endors donald j trump nobodi know job like let sell,0
60,2016-01-08,love see union amp non union member alik defect trump creat job like one els dem leader compet,0
61,2016-01-08,makeamericagreatagain trump2016,0
62,2016-01-08,foxnew poll thank makeamericagreatagain trump2016,0
63,2016-01-08,venu wonder south carolina soon big traffic back tremend crowd wild,0
64,2016-01-11,thank law enforc offic lesm trump2016,0
65,2016-01-11,thisweekabc w gstephanopoulo allow hater amp racist like tavissmiley wast good airtim abc much better,0
66,2016-01-11,congratul friend theslystallon win goldenglob wonder guy creat someth special well deserv,0
67,2016-01-11,great job fox morn katiepavlich send book immedi thank much,0
68,2016-01-11,profession abc news throw fail unionlead newspap debat paper surviv highli uneth,0
69,2016-01-11,arriv new hampshir thank support makeamericagreatagain trump2016,0
70,2016-01-11,congratul jdickerson face nation highest rate 15 year 4 6 million peopl watch interview thank,0
71,2016-01-11,ringlingbro retir eleph circu never,0
72,2016-01-11,new iowa poll thank makeamericagreatagain trump2016,0
73,2016-01-11,megynkelli recent said woo trump averag everi way hell want woo,0
74,2016-01-11,fallontonight jimmyfallon nbc 11 35pme enjoy trump2016,0
75,2016-01-12,thank michael harrison talkersmagazin kind word greatli appreci,0
76,2016-01-12,majorcb major garrett cbsnew cover inaccur total agenda bad report,0
77,2016-01-12,face nation interview highest rate show 15 year congratul wow cbsnew jdickerson,0
78,2016-01-12,forget watch tonight show wonder jimmyfallon 11 30 p disappoint nbc,0
79,2016-01-12,fantast job cnn tonight kayleighmcenani winner donlemon,0
80,2016-01-12,clewandowski_ stuartpsteven fail strategist find client critic win teamtrump stop complain amp tri win,0
81,2016-01-12,stuartpsteven horribl advis mitt romney made victori imposs blame mitt steven get job,0
82,2016-01-12,tonight show begin 5 minut enjoy,0
83,2016-01-12,thank trump2016,0
84,2016-01-12,way cedar fall iowa great love peopl iowa,0
85,2016-01-12,seriou problem ted amp gop great doubt dem sue let work togeth solv problem,0
86,2016-01-12,anoth new iowa poll releas thank iacaucu fitn,0
87,2016-01-13,new cb poll,0
88,2016-01-13,iran deal terribl get uranium stockpil sent russia sotu,0
89,2016-01-13,sotu speech realli bore slow letharg hard watch,0
90,2016-01-13,found tedcruz spend fortun iowa push poll neg nice ok new poll great,0
91,2016-01-13,state union speech one bore rambl non substant heard long time new leadership fast,0
92,2016-01-13,numer poll beat hillari clinton race voter turnout highest u histori get new voter,0
93,2016-01-13,iran toy u day pay ridicul billion dollar releas money want hostag back,0
94,2016-01-13,thank support last night iowa votetrump trump2016 iacaucu fitn iapolit,0
95,2016-01-13,johnkurkoski carold the_lady_color drjamescabot tamidurl aceofspadeshq elect america futur vote trump,0
96,2016-01-13,sadli way ted cruz continu run republican primari unless eras doubt elig dem sue,0
97,2016-01-13,nomin would increas voter turnout votetrump makeamericagreatagain,0
98,2016-01-13,thank,0
99,2016-01-13,thank iowa highli respect oann gravismarket poll releas votetrump iowacaucu,0
100,2016-01-13,thank votetrump,0
101,2016-01-14,erictrump unbeliev job foxnew greta better could trump2016,0
102,2016-01-14,cnn amp andersoncoop wast airtim put fail campaign strategist stuart steven lost big romney show,0
103,2016-01-14,iran humili unit state captur 10 sailor horribl pictur amp imag weak forget,0
104,2016-01-14,stuart steven dumb guy fail virtual everyth touch romney campaign book etc andersoncoop put,0
105,2016-01-14,unit state look like paper tiger way win,0
106,2016-01-14,thebrodyfil trump appeal evangel real trump2016,0
107,2016-01-14,melindaross123 foxnew realdonaldtrump anyth donald trump say agre go trump,0
108,2016-01-14,bonfiredesign stand realdonaldtrump defend sailor militari american usa,0
109,2016-01-14,think iran would act tough russian sailor countri humili,0
110,2016-01-14,wpjenna thousand pack pensacola bay center see donald trump tonight fantast even,0
111,2016-01-14,clewandowski_ massiv crowd pensacola florida unbeliev thank votetrump,0
112,2016-01-14,ameriflam realdonaldtrump clewandowski_ one want bush clinton want straight shooter like trump,0
113,2016-01-14,_bscarb enjoy watch realdonaldtrump ralli yesterday never seen bay center pack,0
114,2016-01-14,wsj nbc poll donald trump widen lead republican presidenti race trump2016,0
115,2016-01-15,jeb bush poorli last night debat whose chanc win zero got graham endors graham quit,0
116,2016-01-15,sen lindsey graham embarrass fail run presid embarrass endors bush,0
117,2016-01-15,top search candid state seen gopdeb media file center make america great,0
118,2016-01-15,jusr watch harveypitt teamcavuto great,0
119,2016-01-19,ted cruz fall poll nervou peopl worri place birth failur report loan bank,1
120,2016-01-19,think ted cruz even run presid assur republican voter born canada problem doubt,1
121,2016-01-19,thebrodyfil exclus realdonaldtrump say protect evangel better tedcruz cbnnew 2016,1
122,2016-01-19,thebrodyfil great job ac360 thank smart kind word,1
123,2016-01-19,wow new poll trump cruz nervou wreck,1
124,2016-01-19,tedcruz conflict stanc birthright citizenship 14th amend give teamtrump credit,1
125,2016-01-19,dope frank bruni said call mani peopl includ karl rove loser true never call friend howardstern loser winner,1
126,2016-01-19,realli disgust fail new york time allow dishonest writer total fabric stori,1
127,2016-01-19,way iowa receiv new nation poll number thank makeamericagreatagain trump2016,1
128,2016-01-19,freejessejam read complet statement amaz guy amp realli appreci word amp support see soon,1
129,2016-01-19,thank georgia appreci support trump2016,1
130,2016-01-19,thank strong testimoni welcom liberti univers yesterday jerryjrfalwel,1
131,2016-01-19,releas sc poll increas lead 4 point sinc last poll firm 14 cruz drop 3,1
132,2016-01-19,true honor receiv endors john wayn daughter read,1
133,2016-01-19,wow highli respect governor iowa state ted cruz must defeat big shoker peopl like ted,1
134,2016-01-19,palin brand among evangel gold faucet trump tower said ralph reed chairman faith amp freedom coalit,1
135,2016-01-20,trump2016 makeamericagreatagain economi video,1
136,2016-01-20,judg jeanin slam gop,1
137,2016-01-20,greatli honor receiv sarah palin endors tonight video,1
138,2016-01-20,ron_fourni presid donald trump get use wow nice,1
139,2016-01-20,nytim break news sarah palin endors donald trump gop primari appeal tea parti loyalist,1
140,2016-01-20,makeamericagreatagain trump2016 life chang eerienc video  XP,1
141,2016-01-20,great ralli iowa wonder peopl travel sarahpalinusa tulsa massiv crowd expect,1
142,2016-01-20,15k ok turn away 5k come back soon take care much love crowd thank,1
143,2016-01-20,thank florida trump2016,1
144,2016-01-20,thank new hampshir fitn trump2016 nhpolit,1
145,2016-01-20,bob dole warn cataclysm loss ted cruz say donald trump would better via new york time,1
146,2016-01-20,new cnn wmur new hampshir poll releas thank fitn trump2016,1
147,2016-01-21,anncoult trump destroy hillari amp sander move destroy trump true,1
148,2016-01-21,wacko glennbeck sad answer sarahpalinusa endors cruz desper want glenn fail cri lost soul,1
149,2016-01-21,neilturner_ candid trust candid control donor votetrump,1
150,2016-01-21,makeamericagreatagain trump2016 unifi nation video,1
151,2016-01-21,bigop1 realdonaldtrump sarahpalinusa,1
152,2016-01-21,americanaspi glennbeck sarahpalinusa rememb glenn gave gift illeg alien cross border,1
153,2016-01-21,sad cnn mani other refus show massiv crowd arena yesterday oklahoma dishonest report,1
154,2016-01-21,sad sack jebbush done anoth ad special interest money say beat hillari beat,1
155,2016-01-21,low energi candid jebbush wast 80 million fail presidenti campaign million spent go home relax,1
156,2016-01-21,new day cnn treat badli alisyncamerota disast go watch anymor,1
157,2016-01-21,happi birthday friend great jacknicklau total special guy,1
158,2016-01-21,thank iowa trump2016,1
159,2016-01-21,thank trump2016,1
160,2016-01-21,thank new hampshir trump2016,1
161,2016-01-21,trump2016 makeamericagreatagain,1
162,2016-01-22,greta fire bushi like dummi john sununu spew fals info beat hillari lot want part trump,1
163,2016-01-22,thank iowa fitn iacaucu makeamericagreatagain trump2016,1
164,2016-01-22,nation review fail public lost way circul way w influenc time low sad,1
165,2016-01-22,peopl read nation review know critic lead,1
166,2016-01-22,late great william f buckley would asham happen prize die nation review,1
167,2016-01-22,ted cruz complain view emin domain without road highway airport school even pipelin,1
168,2016-01-22,realollietaylor time presid let goofi glen keep canada cruz win american peopl trump,1
169,2016-01-22,borntobegop realdonaldtrump sleep trumptrain,1
170,2016-01-22,neilturner_ realdonaldtrump help makeamericagreatagain votetrump,1
171,2016-01-22,tedcruz elig presid settl law say cruz constitut law professor laurencetrib,1
172,2016-01-22,trublumajor laurencetrib call cruz constitut hypocrit wbur pbsgwen charlieros jaketapp,1
173,2016-01-22,highli respect constitut law professor mari brigid mcmanamon state ted cruz elig presid big problem,1
174,2016-01-22,marybrigidmcmanamon washington post constitut speak cruz simpli elig presid,1
175,2016-01-22,cybercieti marybrigidmcmanamon clarifi commonlaw use interpret mean naturalborn tedcruz,1
176,2016-01-22,miaminewtim poll trump support florida rubio bush combin,1
177,2016-01-22,fail nro nation review magazin inform republican nation committe cannot particip debat,1
178,2016-01-22,spend 89 million jebbush bottom barrel poll asham use name bush ad low energi guy,1
179,2016-01-22,lisa_milicaj truth told never heard nation review tri declar war worri got vote,1
180,2016-01-22,whitegenocidetm realdonaldtrump poor jeb could sworn saw outsid trump tower day,1
181,2016-01-22,wow might highest yet thank opposit total ineffect amp year,1
182,2016-01-22,die nro nation review total given fight barrack obama lose year beat hillari,1
183,2016-01-22,new reuter poll thank makeamericagreatagain trump2016,1
184,2016-01-22,nation black republican associ endors donald j trump trump2016 makeamericagreatagain,1
185,2016-01-22,new nation gop zogbi poll makeamericagreatagain,1
186,2016-01-22,leav nevada iowa thing look good great new poll,1
187,2016-01-22,wow new nation zogbi poll trump 45 cruz 13 rubio 8 big number,1
188,2016-01-22,receiv new fox poll thank america trump2016,1
189,2016-01-22,tax scam washington post among inaccur stori realli dishonest report,1
190,2016-01-22,rush limbaugh great tell see realli honor guy thank rush trump2016,1
191,2016-01-22,ted cruz went big releas reuter poll go goldman sach citi loan canada,1
192,2016-01-25,tuggers56 pmgeezer hillari afraid gop afraid american peopl embrac let elect donaldtrump,0
193,2016-01-25,knight276 c4constitut trump right with_cruz_you_los nobodi support canuck cruz makeamericagreatagain trump2016,0
194,2016-01-25,mrjuuon weareberni overtaken wewanttrump superior support makeamericagreatagain trump,0
195,2016-01-25,red77angellui realdonaldtrump neilturner_ youtub let get trump go trump usa usa,0
196,2016-01-25,rketelta rubio experienc enough command chief rubio carbon copi obama need true leader vote trump,0
197,2016-01-25,time ted cruz either settl problem fact born canada citizen canada get race,0
198,2016-01-25,ipso reuter poll thank trump2016 makeamericagreatagain,0
199,2016-01-25,want win peopl great countri peopl owe voter trump2016 video,0
200,2016-01-25,situat room wolfblitz 5 7pm est cnn,0
201,2016-01-25,join us iowa tomorrow iacaucu trump2016 makeamericagreatagain 3 00pm 7 30pm,0
202,2016-01-25,obama deal vs trump deal,0
203,2016-01-25,find votetrump caucu night iowa 2 1 16 iacaucu fitn trump2016,0
204,2016-01-25,morn maria fox busi network tomorrow 7am 8am et hour,0
205,2016-01-25,cnnsitroom wolfblitz 5 7pm est cnn,0
206,2016-01-25,ted cruz nervou wreck make reckless charg care truth poll way,0
207,2016-01-25,cruz go fast recent poll drop like rock lie never work,0
208,2016-01-25,cruz lie almost bad jeb politician anyth stay trough,0
209,2016-01-25,leav new hampshir big crowd look forward fitn,0
210,2016-01-25,phylli schlafli eagl forum nation review defunct next year,0
211,2016-01-25,realdonaldtrump amp hillaryclinton lead poll w one week iowacaucu 2016 elect tonight foxbusi 7pm,0
212,2016-01-25,land new hampshir venu shortli fitn,0
213,2016-01-26,thank farmington new hampshir fitn trump2016,1
214,2016-01-26,jdenino1 davidwohl realdonaldtrump beck want commit suicid ss surgeri clearli unbalanc,1
215,2016-01-26,kurtschlicht pal davidwohl megan kelli show dig trump thank david great,1
216,2016-01-26,belizediver88 cnnsitroom cnn megynkelli never happen fox drop kelli mean trump nobodi watch w trump,1
217,2016-01-26,jackburtonreflx jdenino1 davidwohl ss listen glenn beck liter noth say make sens view,1
218,2016-01-26,crusade4honesti borntobegop megynkelli megan contain bia everi show fox owner saudi princ agnstt,1
219,2016-01-26,dittopost realdonaldtrump crusade4honesti borntobegop megynkelli believ trump,1
220,2016-01-26,whitejacketpink mypresidentm realdonaldtrump googl glenn beck bio u tell educ poorli written,1
221,2016-01-26,sharp_trid huge disappoint see megynkelli constantli attack donaldtrump becom almost unbear watch show,1
222,2016-01-26,gma gstephanopoulo morn around 7 00 likewis morning_jo around 7 00 figur,1
223,2016-01-26,laurencristmann sharp_trid megynkelli make wanna watch debat know go treat trump unfair,1
224,2016-01-26,interview mariabartiromo morningsmaria foxbusi 7 30 enjoy,1
225,2016-01-26,donald trump retain nation lead new abc news wapo poll 37,1
226,2016-01-26,realdonaldtrump hit new height nation poll 41,1
227,2016-01-26,xxflame bobvanderplaat idiot bob plaat cnn delud cruz favor rate 0 one like vote trump instead,1
228,2016-01-26,aynsfriend bobvanderplaat cruz done cnn chriscuomo,1
229,2016-01-26,puttster71 bobvanderplaat next presid ur stage realdonaldtrump next presid,1
230,2016-01-26,end common core trump2016,1
231,2016-01-26,phoni bobvanderplaat tell follow time ask famili stay hotel like pay,1
232,2016-01-26,great peopl iowa find iacaucu locat import vote makeamericagreatagain,1
233,2016-01-26,makeamericagreatagain trump2016,1
234,2016-01-26,great honor rev jerri falwel jr liberti univers one respect religi leader nation endors,1
235,2016-01-26,bobvanderplaat beg event ask organ 100 000 bad guy,1
236,2016-01-26,gopdeb,1
237,2016-01-26,think sentedcruz know bobvanderplaat deal actual doubt,1
238,2016-01-26,thank trump2016 iacaucu finder,1
239,2016-01-26,minor line behind donald trump trump2016,1
240,2016-01-26,trump show complet domin facebook convers,1
241,2016-01-26,thank america makeamericagreatagain trump2016,1
242,2016-01-26,pathet attempt foxnew tri build rate gopdeb without rate,1
243,2016-01-27,cb face nation post largest audienc sinc 2001 trump2016 makeamericagreatagain,1
244,2016-01-27,refus call megyn kelli bimbo would polit correct instead call lightweight report,1
245,2016-01-27,statement put yesterday foxnew disgrac good broadcast journal would ever say someth nasti amp dumb,1
246,2016-01-27,got listen rush limbaugh guy fantast,1
247,2016-01-27,even though beat first six debat especi last one ted cruz want debat canada,1
248,2016-01-27,self fund campaign owe anyth lobbyist amp special interest,1
249,2016-01-27,interview oreillyfactor tonight 8 00 p eastern enjoy,1
250,2016-01-27,childishli written amp taunt pr statement fox made debat lightweight report megynkelli,1
251,2016-01-28,thank lexington south carolina trump2016,1
252,2016-01-28,fox debat advertis rate fall like rock tune special event veteran 9pm est,1
253,2016-01-28,greta 87 peopl said would watch debat wow honor,1
254,2016-01-28,trump2016 iacaucu,1
255,2016-01-28,creta_r realdonaldtrump look forward watch donald trump ralli thursday night cnn,1
256,2016-01-28,splashpoint50 realdonaldtrump retrumplican trump support group 9500 member say 97 watch debat tonight,1
257,2016-01-28,gene70 fireflyfuri megynkelli realdonaldtrump bimbo ask presidenti question,1
258,2016-01-28,henryoray cnnpolit tedcruz realdonaldtrump fight corrupt big donor took cruz donor,1
259,2016-01-28,davejager1 creta_r 9 pm channel 70 cnn watch trump tonight want person white hous take bs,1
260,2016-01-28,haloonefortrump foxnew take yuge hit advertis revenu screw realdonaldtrump rofl,1
261,2016-01-28,cjcboi drjamescabot realdonaldtrump danscavino carold playstrumpcard check wallet late mr ail,1
262,2016-01-28,dukeofbc megynkelli debat cruz one one would tell busi run presid usa canada,1
263,2016-01-28,_hankrearden respect cruz ppl lie tire side 1949z steph93065,1
264,2016-01-28,plazzmat realdonaldtrump danpgabriel sound like advertis want trump know,1
265,2016-01-28,rick_gobbi realdonaldtrump hold mirror network camera show big crowd great idea,1
266,2016-01-28,michaelg4ni new nbcnew wsj poll show realdonaldtrump pull ahead tedcruz iowa great,1
267,2016-01-28,wow two candid call last night said want go event tonight drake univers,1
268,2016-01-28,hollywoodjv realdonaldtrump mr trump cruz hate canada much embrac root great countri true,1
269,2016-01-28,laurencristmann realdonaldtrump mani debat year also cruz still allow run elig,1
270,2016-01-28,debat tonight total disast low rate advertis advertis rate drop like rock hate see,1
271,2016-01-28,chgardens1 mitchellvii pathet attempt bribe realdonaldtrump bought,1
272,2016-01-28,bradcross4 drudge_report_ realdonaldtrump,1
273,2016-01-28,rkirchmey megynkelli bring michaelmoor add credibl fight realdonaldtrump foxnew rogerail,1
274,2016-01-28,gmoneyrainmak hope cnn enough bandwidth tonight mani watch foxnew watch trump tonight gopdeb,1
275,2016-01-28,america need case trump great new book esteem jeffrey lord jeffjlpa1 avail,1
276,2016-01-28,polit correct take much time much get done trump2016,1
277,2016-01-28,trump2016 iacaucu,1
278,2016-01-28,great honor support veteran join thank,1
279,2016-01-28,tennesse gop 32 7 cruz 16 5 carson 6 6 rubio 5 3 christi 2 4 jeb 1 6,1
280,2016-01-28,20 anticip hotel open 2016 trump intern hotel washington c,1
281,2016-01-28,hear sentedcruz man robert mercer good man angri cruz lie liquid ted hold,1
282,2016-01-28,trump2016 iacaucu,1
283,2016-01-28,donald trump hand bill reilli cabl tv viewership win,1
284,2016-01-29,watch bias charl krauthamm foxnew flunki know everi debat particular last one check poll,1
285,2016-01-29,unbeliev night iowa great veteran rais 6 000 000 00 politician talk gopdeb,1
286,2016-01-29,take care veteran serv countri brave thankavet video,1
287,2016-01-29,thank kind word tonight omarosa great see soon,1
288,2016-01-29,iacaucu 2 1 2016 6 30pm makeamericagreatagain iowa caucu finder gopdeb,1
289,2016-01-29,thank america,1
290,2016-01-29,thank,1
291,2016-01-29,good morn america thank support latest drudg poll,1
292,2016-01-29,thank interest amp support last night gopdeb iacaucu finder,1
293,2016-01-29,iowa amaz last night event could work better rais 6 000 000 great vet happi amp proud,1
294,2016-01-29,get readi take nashua new hampshir big crowd soon fun,1
295,2016-01-29,great twitter poll even thank gopdeb,1
296,2016-01-29,thank mitchel fox2 michigan poll find trump hold 3 1 lead closest gop oppon trump 47 clinton 43,1
297,2016-01-29,everi american need say 2 simpl word everi vet meet thank john wayn wald,1
298,2016-01-29,thank nashua new hampshir makeamericagreatagain,1
299,2016-01-29,join tomorrow dubuqu iowa iacaucu trump2016,1
300,2016-01-29,thank america trump2016 via drudge_report,1
301,2016-01-29,say particip last night fox debat would 12 million amp would broken time record,1
302,2016-01-29,thank support iowa makeamericagreatagain trump2016 iacaucu finder,1
303,2016-01-29,new e mail releas disast hillari clinton minimum someon bad judgement next presid,1
304,2016-02-01,join us caucusfortrump 11am waterloo ceder rapid,0
305,2016-02-01,begin today final take countri back make america great,0
306,2016-02-02,experi iowa great one start expert say well end 2nd place nice,0
307,2016-02-02,told could well iowa spent littl fraction cruz amp rubio came strong second great honor,0
308,2016-02-02,media cover long shot great finish iowa fairli brought record voter got second highest vote total histori,0
309,2016-02-02,talk wonder experi iowa simultan unfair treatment media later new hampshir big crowd,0
310,2016-02-02,believ given credit voter self fund campaign one keep worth,0
311,2016-02-02,morning_jo mikebarnicl realdonaldtrump finish 2nd made turn success like pro,0
312,2016-02-02,lorewestph realdonaldtrump must win presid 2016,0
313,2016-02-02,93101diann realdonaldtrump well iowa see ace signific state momentum grow,0
314,2016-02-02,ellenesp realdonaldtrump amaz job iowa cruz bare,0
315,2016-02-02,restorer iowa meaningless keep push forward run tabl nh sc nv super tuesday america need trumptrain,0
316,2016-02-02,stephbewitch realdonaldtrump hater need realiz trump got second highest vote histori never held offic,0
317,2016-02-02,anybodi watch ted cruz far long rambl overli flamboy speech last nite would say howard dean moment,0
318,2016-02-02,way new hampshir expect big spirit crowd fitn trump2016,0
319,2016-02-03,great job donlemon tonight kayleighmcenani cherijacobu beg us job said went hostil real dummi cnn,0
320,2016-02-03,ted cruz win iowa stole poll wrong got far vote anticip bad,0
321,2016-02-03,primetim iowa caucu cruz put releas realbencarson quit race caucu vote cruz,0
322,2016-02-03,mani peopl vote cruz carson cruz fraud also cruz sent voter violat certif thousand voter,0
323,2016-02-03,voter violat certif gave poor mark unsuspect voter grade f told clear vote cruz fraud,0
324,2016-02-03,final cruz strongli told thousand caucusgo voter trump strongli favor obamacar choic total lie,0
325,2016-02-03,base fraud commit senat ted cruz iowa caucu either new elect take place cruz result nullifi,0
326,2016-02-03,interview greta 7 00 p enjoy foxnew,0
327,2016-02-03,sent ted cruz iowan arriv caucu site vote cruzfraud,0
328,2016-02-03,state iowa disqualifi ted cruz recent elect basi cheat total fraud,0
329,2016-02-03,cruz lie total obamacar repeal replac,0
330,2016-02-03,dr ben carson blast ted cruz deceit dirti trick lie,0
331,2016-02-03,thank new hampshir makeamericagreatagain fitn,0
332,2016-02-03,stop assault american valu stand w trump makeamericagreatagain votersspeak,0
333,2016-02-04,thank everyon littl rock arkansa tonight record crowd 12k,0
334,2016-02-04,sander say want run want run would easi beat,0
335,2016-02-04,thank billoreilli amp karlrov ted cruz immedi disqualifi iowa candid move one notch,0
336,2016-02-04,icymi karlrov amp oreillyfactor discuss ted cruz great peopl iowa went vote,0
337,2016-02-04,oreillyfactor karlrov per show even seriou cruz charg fraudul voter violat certif sent everyon,0
338,2016-02-04,cruz voter violat certif sent everyon misdemeanor minimum,0
339,2016-02-04,politician tri chip away 2nd amend let take away gun trump2016 watch,0
340,2016-02-04,take helicopt new hampshir board amaz activ plan new umass poll nice,0
341,2016-02-04,interview anderson cooper 8pm cnn new hampshir interest,0
342,2016-02-05,watch ac360 cnn,0
343,2016-02-05,rkswaney7 cnn realdonaldtrump agre great businessman like tone tonight keep amp democrat vote,0
344,2016-02-05,join us monday februari 8th verizon wireless arena manchest new hampshir fitn nhpolit trump2016,0
345,2016-02-05,big storm new hampshir move event monday next four day,0
346,2016-02-05,live free die motto whole countri follow newhampshir fitn votetrumpnh,0
347,2016-02-05,much look forward tomorrow debat new hampshir mani thing say much stake incred even,0
348,2016-02-05,great support new hampshir mani peopl work hard makeamericagreatagain,0
349,2016-02-05,head south carolina realli big crowd back new hampshir tomorrow makeamericagreatagain,0
350,2016-02-05,join clemson univers wednesday februari 10th,0
351,2016-02-05,maryann1942 realdonaldtrump vote trump unlik politician talk trump talk materi make america great,0
352,2016-02-05,dharmabum77 donald trump love america love american love vet trumpsupport realdonaldtrump,0
353,2016-02-08,far super bowl bore nearli excit polit make america great,0
354,2016-02-08,two wonder son eric foxandfriend 7 02 enjoy,0
355,2016-02-08,jeb bush zero commun skill spent fortun special interest money super bowl ad weak candid,0
356,2016-02-08,thank support morn town hall salem new hampshir fitn nhprimari,0
357,2016-02-08,jeb bush desper strongli favor commoncor weak illeg immigr,0
358,2016-02-08,everybodi laugh jeb bush spent 100 million bottom pack pathet figur,0
359,2016-02-08,america need strong leadership politician talk get thing done video,0
360,2016-02-08,today third stop londonderri new hampshir thank fitn votetrumpnh,0
361,2016-02-08,bush wast 120 million special interest money fail campaign say would end super pac sad,0
362,2016-02-08,votetrumpnh nhprimari,0
363,2016-02-09,thank new hampshir fitn nhprimari votetrumpnh vote question,1
364,2016-02-09,thank new hampshir fitn,1
365,2016-02-09,rememb jebbush want common core educ c weak illeg immigr come act love leader,1
366,2016-02-09,know governor jeb bush gone nasti lie far weakest lot famili use privat emin domain,1
367,2016-02-09,one done peopl disabl spent mani million dollar help happi done,1
368,2016-02-09,poll show best win gener elect state never play repub great,1
369,2016-02-09,interview foxandfriend 8 40 enjoy,1
370,2016-02-09,make america great,1
371,2016-02-09,thank great night verizon wireless arena new hampshir votetrumpnh makeamericagreatagain fitn,1
372,2016-02-09,messag great peopl new hampshir import day votetrumpnh video,1
